id,quesno,ques_counter,ans,score,ansval,actualans,conf,reac,reas,Cognitive_bias,Generation,Q1_time,Q2_time,Q3_time,Q4_time,factor1,factor2,hint,hint_time,hint_probability
663b187ca39ab7.76785267,1,1,genuine,20,70,Genuine,60,"Click link/ Open attachment,","Based upon the subject line in the email,,",NA,NA,Wed May 08 2024 11:50:08 GMT+0530 (India Standard Time),Wed May 08 2024 11:50:14 GMT+0530 (India Standard Time),Wed May 08 2024 11:49:42 GMT+0530 (India Standard Time),Wed May 08 2024 11:49:52 GMT+0530 (India Standard Time),0,0,Not used,,
663b187ca39ab7.76785267,5,2,genuine,3,53,Genuine,53,"Read the email and do nothing,","Based upon the subject line in the email,,",NA,NA,Wed May 08 2024 11:50:49 GMT+0530 (India Standard Time),Wed May 08 2024 11:50:51 GMT+0530 (India Standard Time),Wed May 08 2024 11:51:00 GMT+0530 (India Standard Time),Wed May 08 2024 11:51:07 GMT+0530 (India Standard Time),0,0,Not used,,
663b187ca39ab7.76785267,4,3,genuine,-20,70,Phishing,67,"Respond to this email,","Based upon the subject line in the email,,",Halo Effect,GPT-3 Temp0.3_TopP_0.8,Wed May 08 2024 11:51:33 GMT+0530 (India Standard Time),Wed May 08 2024 11:51:35 GMT+0530 (India Standard Time),Wed May 08 2024 11:51:45 GMT+0530 (India Standard Time),Wed May 08 2024 11:51:50 GMT+0530 (India Standard Time),0,0,Not used,,
663b187ca39ab7.76785267,7,4,genuine,12,62,Genuine,71,"Read the email and do nothing,","Based upon the subject line in the email,,",NA,NA,Wed May 08 2024 11:52:11 GMT+0530 (India Standard Time),Wed May 08 2024 11:52:13 GMT+0530 (India Standard Time),Wed May 08 2024 11:52:19 GMT+0530 (India Standard Time),Wed May 08 2024 11:52:22 GMT+0530 (India Standard Time),0,0,Not used,,
663b187ca39ab7.76785267,10,5,genuine,-23,73,Phishing,65,"Respond to this email,","Based upon body of the email,,",Curiosity Effect,GPT-3 Temp0.3_TopP_0.8,Wed May 08 2024 11:52:39 GMT+0530 (India Standard Time),Wed May 08 2024 11:52:40 GMT+0530 (India Standard Time),Wed May 08 2024 11:52:54 GMT+0530 (India Standard Time),Wed May 08 2024 11:52:56 GMT+0530 (India Standard Time),0,0,Not used,,
663b187ca39ab7.76785267,2,6,genuine,-28,78,Phishing,85,"Respond to this email,","Based upon senders email address,,",Recency Effect,GPT-3 Temp0.3_TopP_0.8,Wed May 08 2024 11:53:27 GMT+0530 (India Standard Time),Wed May 08 2024 11:53:28 GMT+0530 (India Standard Time),Wed May 08 2024 11:53:38 GMT+0530 (India Standard Time),Wed May 08 2024 11:53:40 GMT+0530 (India Standard Time),0,0,Not used,,
663b187ca39ab7.76785267,8,7,genuine,-12,62,Phishing,77,"Read the email and do nothing,Respond to this email,","Based upon senders email address,,",Hyperbolic Discounting,GPT-3 Temp0.3_TopP_0.8,Wed May 08 2024 11:53:50 GMT+0530 (India Standard Time),Wed May 08 2024 11:53:52 GMT+0530 (India Standard Time),Wed May 08 2024 11:53:54 GMT+0530 (India Standard Time),Wed May 08 2024 11:53:59 GMT+0530 (India Standard Time),0,0,Not used,,
663b187ca39ab7.76785267,9,8,genuine,8,58,Genuine,57,"Read the email and do nothing,","Based upon the subject line in the email,,",NA,NA,Wed May 08 2024 11:54:19 GMT+0530 (India Standard Time),Wed May 08 2024 11:54:20 GMT+0530 (India Standard Time),Wed May 08 2024 11:54:22 GMT+0530 (India Standard Time),Wed May 08 2024 11:54:25 GMT+0530 (India Standard Time),0,0,Not used,,
663b187ca39ab7.76785267,6,9,genuine,-28,78,Phishing,76,"Respond to this email,Click link/ Open attachment,","Based upon body of the email,,",Authority Bias,GPT-3 Temp0.3_TopP_0.8,Wed May 08 2024 11:54:42 GMT+0530 (India Standard Time),Wed May 08 2024 11:54:43 GMT+0530 (India Standard Time),Wed May 08 2024 11:54:48 GMT+0530 (India Standard Time),Wed May 08 2024 11:54:54 GMT+0530 (India Standard Time),0,0,Not used,,
663b187ca39ab7.76785267,3,10,genuine,24,74,Genuine,76,"Respond to this email,Click link/ Open attachment,","Based upon body of the email,,",NA,NA,Wed May 08 2024 11:55:05 GMT+0530 (India Standard Time),Wed May 08 2024 11:55:06 GMT+0530 (India Standard Time),Wed May 08 2024 11:55:08 GMT+0530 (India Standard Time),Wed May 08 2024 11:55:11 GMT+0530 (India Standard Time),0,0,Not used,,
